resurvey,plot_id,species,taxongroup,layer,cover
1,312010,Phyteuma nigrum,Vascular plant,6,0.01
1,312010,Poa pratensis aggr.,Vascular plant,6,1
1,312010,Potentilla erecta,Vascular plant,6,1
1,312010,Ranunculus acris aggr.,Vascular plant,6,12
1,312010,Ranunculus repens,Vascular plant,6,1
1,312010,Rhinanthus minor,Vascular plant,6,1
1,312010,Sanguisorba officinalis,Vascular plant,6,0.01
1,312010,Silene flos-cuculi,Vascular plant,6,0.1
1,312010,Stellaria graminea,Vascular plant,6,1
1,312010,Veronica chamaedrys aggr.,Vascular plant,6,7
1,312010,Vicia cracca,Vascular plant,6,0.1
1,312010,Vicia sepium,Vascular plant,6,1
1,312010,Viola palustris,Vascular plant,6,0.1
1,312012,Achillea millefolium aggr.,Vascular plant,6,2
1,312012,Campanula rapunculoides,Vascular plant,6,0.1
1,312012,Campanula rotundifolia,Vascular plant,6,0.01
1,312012,Cynosurus cristatus,Vascular plant,6,1
1,312012,Deschampsia cespitosa aggr.,Vascular plant,6,1
1,312012,Festuca rubra aggr.,Vascular plant,6,70
1,312012,Galium mollugo aggr.,Vascular plant,6,1
1,312012,Hypericum maculatum aggr.,Vascular plant,6,7
1,312012,Hypochaeris radicata,Vascular plant,6,0.1
1,312012,Leontodon hispidus,Vascular plant,6,1
1,312012,Lolium perenne,Vascular plant,6,0.1
1,312012,Phleum pratense,Vascular plant,6,1
1,312012,Pimpinella major,Vascular plant,6,0.01
1,312012,Plantago lanceolata,Vascular plant,6,3
1,312012,Poa pratensis aggr.,Vascular plant,6,1
1,312012,Ranunculus acris aggr.,Vascular plant,6,5
1,312012,Rhinanthus minor,Vascular plant,6,0.1
1,312012,Rumex acetosa,Vascular plant,6,1
1,312012,Stellaria graminea,Vascular plant,6,2
1,312012,Stellaria holostea,Vascular plant,6,0.1
1,312012,Taraxacum sect. Taraxacum,Vascular plant,6,0.1
1,312012,Trifolium pratense,Vascular plant,6,3
1,312012,Trifolium repens,Vascular plant,6,10
1,312012,Trisetum flavescens,Vascular plant,6,1
1,312012,Veronica chamaedrys aggr.,Vascular plant,6,3
1,312012,Vicia cracca,Vascular plant,6,0.1
1,312014,Aegopodium podagraria,Vascular plant,6,4
1,312014,Alopecurus pratensis,Vascular plant,6,6
1,312014,Arrhenatherum elatius,Vascular plant,6,10
1,312014,Avenula pubescens,Vascular plant,6,2
1,312014,Centaurea phrygia aggr.,Vascular plant,6,1
1,312014,Chaerophyllum aureum,Vascular plant,6,30
1,312014,Cirsium arvense,Vascular plant,6,0.1
1,312014,Dactylis glomerata,Vascular plant,6,3
1,312014,Elytrigia repens aggr.,Vascular plant,6,6
1,312014,Festuca rubra aggr.,Vascular plant,6,1
1,312014,Galium mollugo aggr.,Vascular plant,6,35
1,312014,Heracleum sphondylium,Vascular plant,6,2
1,312014,Hypericum maculatum aggr.,Vascular plant,6,1
1,312014,Knautia arvensis,Vascular plant,6,2
1,312014,Lathyrus pratensis,Vascular plant,6,3
1,312014,Phleum pratense,Vascular plant,6,2
1,312014,Poa pratensis aggr.,Vascular plant,6,5
1,312014,Populus tremula,Vascular plant,4,1
1,312014,Ranunculus acris aggr.,Vascular plant,6,0.1
1,312014,Rubus fruticosus aggr.,Vascular plant,6,1
1,312014,Stellaria graminea,Vascular plant,6,2
1,312014,Trifolium medium,Vascular plant,6,2
1,312014,Urtica dioica,Vascular plant,6,5
1,312014,Verbascum nigrum,Vascular plant,6,0.1
1,312014,Veronica chamaedrys aggr.,Vascular plant,6,3
1,312014,Vicia cracca,Vascular plant,6,0.1
1,312014,Vicia sepium,Vascular plant,6,3
1,312015,Achillea millefolium aggr.,Vascular plant,6,10
1,312015,Alchemilla species,Vascular plant,6,0.1
1,312015,Alopecurus pratensis,Vascular plant,6,3
1,312015,Anthoxanthum odoratum aggr.,Vascular plant,6,3
1,312015,Avenula pubescens,Vascular plant,6,2
1,312015,Campanula patula aggr.,Vascular plant,6,0.1
1,312015,Cerastium fontanum subsp. vulgare,Vascular plant,6,1
1,312015,Chaerophyllum aureum,Vascular plant,6,1
1,312015,Dactylis glomerata,Vascular plant,6,1
1,312015,Festuca rubra aggr.,Vascular plant,6,2
1,312015,Galium mollugo aggr.,Vascular plant,6,4
1,312015,Heracleum sphondylium,Vascular plant,6,5
1,312015,Holcus lanatus,Vascular plant,6,1
1,312015,Hypericum maculatum aggr.,Vascular plant,6,5
1,312015,Lathyrus pratensis,Vascular plant,6,1
1,312015,Leontodon hispidus,Vascular plant,6,3
1,312015,Lolium perenne,Vascular plant,6,2
1,312015,Lotus corniculatus,Vascular plant,6,3
1,312015,Luzula campestris aggr.,Vascular plant,6,1
1,312015,Malus species,Vascular plant,4,0.01
1,312015,Pimpinella saxifraga,Vascular plant,6,0.1
1,312015,Plantago lanceolata,Vascular plant,6,10
1,312015,Poa pratensis aggr.,Vascular plant,6,10
1,312015,Ranunculus acris aggr.,Vascular plant,6,1
1,312015,Rumex acetosa,Vascular plant,6,0.1
1,312015,Stellaria graminea,Vascular plant,6,0.1
1,312015,Taraxacum species,Vascular plant,6,1
1,312015,Trifolium hybridum,Vascular plant,6,2
1,312015,Trisetum flavescens,Vascular plant,6,10
1,312015,Veronica chamaedrys aggr.,Vascular plant,6,3
1,312015,Vicia sepium,Vascular plant,6,1
1,312023,Achillea millefolium aggr.,Vascular plant,6,1
1,312023,Agrostis capillaris,Vascular plant,6,0.1
1,312023,Alchemilla species,Vascular plant,6,0.1
1,312023,Alopecurus pratensis,Vascular plant,6,0.1
1,312023,Angelica sylvestris,Vascular plant,6,2
1,312023,Avenula pubescens,Vascular plant,6,3
1,312023,Briza media,Vascular plant,6,0.1
1,312023,Cardamine pratensis aggr.,Vascular plant,6,0.1
1,312023,Carex nigra,Vascular plant,6,0.01
1,312023,Carex pallescens,Vascular plant,6,0.1
1,312023,Carex panicea,Vascular plant,6,3
1,312023,Cirsium heterophyllum aggr.,Vascular plant,6,15
1,312023,Crepis mollis,Vascular plant,6,0.1
1,312023,Deschampsia cespitosa aggr.,Vascular plant,6,8
1,312023,Festuca rubra aggr.,Vascular plant,6,30
1,312023,Galium uliginosum,Vascular plant,6,0.01
1,312023,Hypericum maculatum aggr.,Vascular plant,6,1
1,312023,Lathyrus pratensis,Vascular plant,6,0.1
1,312023,Luzula campestris aggr.,Vascular plant,6,0.3
1,312023,Nardus stricta,Vascular plant,6,1
1,312023,Phyteuma nigrum,Vascular plant,6,0.1
1,312023,Poa compressa,Vascular plant,6,0.01
1,312023,Poa pratensis aggr.,Vascular plant,6,0.01
1,312023,Potentilla erecta,Vascular plant,6,5
1,312023,Ranunculus acris aggr.,Vascular plant,6,1
1,312023,Ranunculus auricomus aggr.,Vascular plant,6,0.1
1,312023,Rumex acetosa,Vascular plant,6,0.1
1,312023,Scorzonera humilis,Vascular plant,6,0.1
1,312023,Silene flos-cuculi,Vascular plant,6,0.01
1,312023,Veronica chamaedrys aggr.,Vascular plant,6,0.1
1,312239,Achillea millefolium aggr.,Vascular plant,6,8
1,312239,Argentina anserina,Vascular plant,6,5
1,312239,Arrhenatherum elatius,Vascular plant,6,0.5
1,312239,Calamagrostis epigejos,Vascular plant,6,5
1,312239,Centaurea jacea aggr.,Vascular plant,6,0.1
1,312239,Cirsium arvense,Vascular plant,6,10
1,312239,Cirsium canum,Vascular plant,6,6
1,312239,Crataegus monogyna,Vascular plant,7,0.5
1,312239,Dactylis glomerata,Vascular plant,6,10
1,312239,Daucus carota,Vascular plant,6,0.5
1,312239,Elytrigia repens aggr.,Vascular plant,6,8
1,312239,Festuca rubra aggr.,Vascular plant,6,0.5
1,312239,Galium mollugo aggr.,Vascular plant,6,2
1,312239,Glechoma hederacea,Vascular plant,6,0.5
1,312239,Lathyrus pratensis,Vascular plant,6,0.5
1,312239,Leontodon hispidus,Vascular plant,6,1
1,312239,Lotus maritimus,Vascular plant,6,45
1,312239,Medicago lupulina,Vascular plant,6,0.5
1,312239,Picris hieracioides,Vascular plant,6,0.1
1,312239,Poa pratensis aggr.,Vascular plant,6,22
1,312239,Potentilla reptans,Vascular plant,6,8
1,312239,Rubus caesius,Vascular plant,6,0.5
1,312239,Schedonorus arundinaceus,Vascular plant,6,1
1,312239,Taraxacum sect. Taraxacum,Vascular plant,6,0.5
1,312239,Veronica arvensis,Vascular plant,6,0.5
1,312239,Vicia sativa,Vascular plant,6,5
1,312239,Vicia tetrasperma,Vascular plant,6,0.5
1,312545,Angelica sylvestris,Vascular plant,6,1
1,312545,Anthoxanthum odoratum aggr.,Vascular plant,6,5
1,312545,Carex nigra,Vascular plant,6,15
1,312545,Carex pilulifera,Vascular plant,6,1
1,312545,Cirsium palustre,Vascular plant,6,4
1,312545,Comarum palustre,Vascular plant,6,0.01
1,312545,Deschampsia cespitosa aggr.,Vascular plant,6,20
1,312545,Equisetum sylvaticum,Vascular plant,6,0.01
1,312545,Festuca rubra aggr.,Vascular plant,6,1
1,312545,Galium palustre aggr.,Vascular plant,6,0.01
1,312545,Galium uliginosum,Vascular plant,6,0.01
1,312545,Holcus mollis,Vascular plant,7,20
1,312545,Juncus effusus,Vascular plant,6,15
1,312545,Luzula campestris aggr.,Vascular plant,6,10
1,312545,Lysimachia vulgaris,Vascular plant,6,0.1
1,312545,Nardus stricta,Vascular plant,6,1
1,312545,Ochlopoa annua,Vascular plant,6,0.1
1,312545,Potentilla erecta,Vascular plant,6,5
1,312545,Ranunculus acris aggr.,Vascular plant,6,0.5
1,312545,Ranunculus flammula,Vascular plant,6,0.01
1,312545,Rumex acetosa,Vascular plant,6,3
1,312545,Veronica chamaedrys aggr.,Vascular plant,6,0.01
1,312545,Veronica officinalis,Vascular plant,6,0.01
1,312545,Viola palustris,Vascular plant,6,0.5
1,313667,Achillea millefolium aggr.,Vascular plant,6,0.1
1,313667,Allium flavum,Vascular plant,6,0.01
1,313667,Alyssum alyssoides,Vascular plant,6,0.1
1,313667,Arabis auriculata,Vascular plant,6,0.1
1,313667,Arenaria serpyllifolia,Vascular plant,6,0.5
1,313667,Artemisia absinthium,Vascular plant,6,0.01
1,313667,Artemisia campestris,Vascular plant,6,0.01
1,313667,Asperula cynanchica,Vascular plant,6,0.1
1,313667,Buglossoides arvensis aggr.,Vascular plant,6,0.01
1,313667,Camelina microcarpa,Vascular plant,6,0.1
1,313667,Centaurea stoebe,Vascular plant,6,5
1,313667,Clinopodium acinos,Vascular plant,6,0.5
1,313667,Consolida regalis,Vascular plant,6,0.1
1,313667,Elytrigia intermedia,Vascular plant,6,0.5
1,313667,Euphorbia cyparissias,Vascular plant,6,2
1,313667,Falcaria vulgaris,Vascular plant,6,0.5
1,313667,Festuca valesiaca aggr.,Vascular plant,6,6
1,313667,Galium glaucum,Vascular plant,6,3
1,313667,Holosteum umbellatum,Vascular plant,6,0.1
1,313667,Koeleria macrantha,Vascular plant,6,15
1,313667,Medicago minima,Vascular plant,6,0.5
1,313667,Melica ciliata aggr.,Vascular plant,6,5
1,313667,Muscari comosum,Vascular plant,6,1
1,313667,Noccaea perfoliata,Vascular plant,6,0.1
1,313667,Oxytropis pilosa,Vascular plant,6,1
1,313667,Phleum phleoides,Vascular plant,6,1
1,313667,Potentilla incana,Vascular plant,6,7
1,313667,Salvia pratensis,Vascular plant,6,2
1,313667,Scabiosa ochroleuca,Vascular plant,6,0.5
1,313667,Sedum album,Vascular plant,6,3
1,313667,Seseli osseum,Vascular plant,6,0.1
1,313667,Stachys recta,Vascular plant,6,0.5
1,313667,Verbascum lychnitis,Vascular plant,6,0.5
1,313667,Veronica praecox,Vascular plant,6,0.1
1,313667,Veronica prostrata,Vascular plant,6,0.1
1,315127,Alopecurus pratensis,Vascular plant,6,0.5
1,315127,Carex nigra,Vascular plant,6,1
1,315127,Carex panicea,Vascular plant,6,0.2
1,315127,Carex vesicaria,Vascular plant,6,28
1,315127,Cirsium palustre,Vascular plant,6,2
1,315127,Comarum palustre,Vascular plant,6,68
1,315127,Deschampsia cespitosa aggr.,Vascular plant,6,3.5
1,315127,Epilobium palustre,Vascular plant,6,0.3
1,315127,Equisetum fluviatile,Vascular plant,6,0.1
1,315127,Galium uliginosum,Vascular plant,6,0.4
1,315127,Peucedanum palustre,Vascular plant,6,9
1,315127,Rumex thyrsiflorus,Vascular plant,6,0.2
1,315127,Scutellaria galericulata,Vascular plant,6,0.1
1,315127,Stellaria graminea,Vascular plant,6,0.1
1,315127,Viola palustris,Vascular plant,6,0.1
1,316787,Achillea millefolium aggr.,Vascular plant,6,1
1,316787,Agrostis capillaris,Vascular plant,6,0.5
1,316787,Anthoxanthum odoratum aggr.,Vascular plant,6,1
1,316787,Arenaria serpyllifolia,Vascular plant,6,1
1,316787,Arrhenatherum elatius,Vascular plant,6,6
1,316787,Carduus acanthoides,Vascular plant,6,1
1,316787,Carex caryophyllea,Vascular plant,6,0.5
1,316787,Carlina acaulis,Vascular plant,6,0.1
1,316787,Cerastium fontanum subsp. vulgare,Vascular plant,6,0.5
1,316787,Convolvulus arvensis,Vascular plant,6,3
1,316787,Crepis biennis,Vascular plant,6,0.5
1,316787,Dactylis glomerata,Vascular plant,6,0.1
1,316787,Daucus carota,Vascular plant,6,5
1,316787,Elytrigia repens aggr.,Vascular plant,6,2
1,316787,Festuca rubra aggr.,Vascular plant,6,10
1,316787,Festuca stricta subsp. sulcata,Vascular plant,6,5
1,316787,Fragaria viridis,Vascular plant,6,30
1,316787,Galium verum,Vascular plant,6,6
1,316787,Knautia arvensis,Vascular plant,6,2
1,316787,Leontodon hispidus,Vascular plant,6,1
1,316787,Lotus corniculatus,Vascular plant,6,0.5
1,316787,Luzula campestris aggr.,Vascular plant,6,0.5
1,316787,Medicago falcata,Vascular plant,6,5
1,316787,Poa pratensis aggr.,Vascular plant,6,2
1,316787,Potentilla tabernaemontani,Vascular plant,6,0.5
1,316787,Rumex acetosa,Vascular plant,6,0.5
1,316787,Schedonorus pratensis,Vascular plant,6,1
1,316787,Securigera varia,Vascular plant,6,1
1,316787,Trifolium campestre,Vascular plant,6,0.5
1,316787,Trifolium pratense,Vascular plant,6,1
1,316787,Trisetum flavescens,Vascular plant,6,0.5
1,316787,Veronica chamaedrys aggr.,Vascular plant,6,1
1,316787,Vicia cracca,Vascular plant,6,1
1,316882,Achillea millefolium aggr.,Vascular plant,6,30
1,316882,Agrostis stolonifera,Vascular plant,6,40
1,316882,Calamagrostis arundinacea,Vascular plant,6,2
1,316882,Calamagrostis epigejos,Vascular plant,6,20
1,316882,Carex pallescens,Vascular plant,6,1
1,316882,Carex pulicaris,Vascular plant,6,1
1,316882,Carlina acaulis,Vascular plant,6,3
1,316882,Centaurea jacea aggr.,Vascular plant,6,5
1,316882,Dactylis glomerata,Vascular plant,6,10
1,316882,Danthonia decumbens,Vascular plant,6,3
1,316882,Elytrigia repens aggr.,Vascular plant,6,8
1,316882,Festuca rubra aggr.,Vascular plant,6,2
1,316882,Fragaria vesca,Vascular plant,6,5
1,316882,Genista tinctoria,Vascular plant,6,2
1,316882,Holcus mollis,Vascular plant,6,20
1,316882,Hypericum perforatum,Vascular plant,6,2
1,316882,Luzula luzuloides,Vascular plant,6,1
1,316882,Molinia caerulea aggr.,Vascular plant,6,3
1,316882,Pilosella officinarum,Vascular plant,6,8
1,316882,Plantago major,Vascular plant,6,1
1,316882,Poa compressa,Vascular plant,6,3
1,316882,Potentilla argentea,Vascular plant,6,1
1,316882,Quercus robur,Vascular plant,7,2
1,316882,Taraxacum sect. Taraxacum,Vascular plant,6,2
1,316882,Tragopogon pratensis,Vascular plant,6,1
1,316882,Trifolium medium,Vascular plant,6,2
1,316882,Viola canina,Vascular plant,6,3
1,317351,Carex acuta,Vascular plant,6,18
1,317351,Iris pseudacorus,Vascular plant,6,0.1
1,317351,Phragmites australis,Vascular plant,6,3
1,317356,Galeopsis speciosa,Vascular plant,6,5
1,317356,Galium aparine,Vascular plant,6,2
1,317356,Glyceria maxima,Vascular plant,6,2
1,317356,Phalaroides arundinacea,Vascular plant,6,50
1,317356,Phragmites australis,Vascular plant,6,3
1,317356,Ranunculus acris aggr.,Vascular plant,6,2
1,317356,Urtica dioica,Vascular plant,6,45
1,317677,Campanula patula aggr.,Vascular plant,6,0.01
1,317677,Cerastium fontanum subsp. vulgare,Vascular plant,6,0.1
1,317677,Dactylis glomerata,Vascular plant,6,0.1
1,317677,Galium mollugo aggr.,Vascular plant,6,1
1,317677,Holcus lanatus,Vascular plant,6,1
1,317677,Hypochaeris radicata,Vascular plant,6,0.1
1,317677,Leontodon hispidus,Vascular plant,6,0.1
1,317677,Leucanthemum vulgare aggr.,Vascular plant,6,0.01
1,317677,Lolium multiflorum,Vascular plant,6,8
1,317677,Phleum pratense,Vascular plant,6,2
1,317677,Plantago lanceolata,Vascular plant,6,0.1
1,317677,Poa pratensis aggr.,Vascular plant,6,1
1,317677,Prunella vulgaris,Vascular plant,6,1
1,317677,Ranunculus acris aggr.,Vascular plant,6,0.1
1,317677,Taraxacum sect. Taraxacum,Vascular plant,6,60
1,317677,Trifolium dubium,Vascular plant,6,0.1
1,317677,Trifolium hybridum,Vascular plant,6,1
1,317677,Trifolium repens,Vascular plant,6,30
1,317677,Vicia tetrasperma,Vascular plant,6,0.1
1,318485,Achillea millefolium aggr.,Vascular plant,6,1
1,318485,Aegopodium podagraria,Vascular plant,6,15
1,318485,Alchemilla acutiloba,Vascular plant,6,1
1,318485,Alopecurus pratensis,Vascular plant,6,30
1,318485,Arrhenatherum elatius,Vascular plant,6,30
1,318485,Campanula patula aggr.,Vascular plant,6,15
1,318485,Cirsium arvense,Vascular plant,6,40
1,318485,Dactylis glomerata,Vascular plant,6,5
1,318485,Equisetum arvense,Vascular plant,6,20
1,318485,Galium mollugo aggr.,Vascular plant,6,20
1,318485,Galium pumilum,Vascular plant,6,20
1,318485,Holcus lanatus,Vascular plant,6,30
1,318485,Leucanthemum vulgare aggr.,Vascular plant,6,0.1
1,318485,Plantago lanceolata,Vascular plant,6,1
1,318485,Ranunculus acris aggr.,Vascular plant,6,0.1
1,318485,Rosa canina aggr.,Vascular plant,4,10
1,318485,Rumex obtusifolius,Vascular plant,6,5
1,318485,Taraxacum species,Vascular plant,6,5
1,318485,Trifolium pratense,Vascular plant,6,5
1,318485,Trisetum flavescens,Vascular plant,6,20
1,318485,Urtica dioica,Vascular plant,6,50
1,318485,Veronica chamaedrys aggr.,Vascular plant,6,10
1,318485,Vicia cracca,Vascular plant,6,20
1,318862,Artemisia vulgaris,Vascular plant,6,2
1,318862,Carex brizoides,Vascular plant,6,5
1,318862,Filipendula ulmaria,Vascular plant,6,0.1
1,318862,Galium aparine,Vascular plant,6,0.01
1,318862,Lathyrus pratensis,Vascular plant,6,0.01
1,318862,Phalaroides arundinacea,Vascular plant,6,10
1,318862,Scirpus sylvaticus,Vascular plant,6,30
1,318862,Urtica dioica,Vascular plant,6,80
1,319103,Convallaria majalis,Vascular plant,6,15
1,319103,Dryopteris carthusiana aggr.,Vascular plant,6,35
1,319103,Fagus sylvatica,Vascular plant,7,1
1,319103,Frangula alnus,Vascular plant,0,20
1,319103,Oxalis acetosella,Vascular plant,6,30
1,319103,Picea abies,Vascular plant,0,30
1,319103,Quercus robur,Vascular plant,7,0.01
1,319103,Quercus rubra,Vascular plant,7,0.01
1,319103,Rubus saxatilis,Vascular plant,6,25
1,319103,Rubus species,Vascular plant,4,0.01
1,319103,Sorbus aucuparia,Vascular plant,7,15
1,319103,Vaccinium myrtillus,Vascular plant,4,45
1,320535,Anthoxanthum odoratum aggr.,Vascular plant,6,5
1,320535,Caltha palustris,Vascular plant,6,1
1,320535,Carex canescens,Vascular plant,6,0.1
1,320535,Carex echinata,Vascular plant,6,3
1,320535,Carex nigra,Vascular plant,6,5
1,320535,Cerastium fontanum subsp. vulgare,Vascular plant,6,0.01
1,320535,Cirsium palustre,Vascular plant,6,0.5
1,320535,Cynosurus cristatus,Vascular plant,6,0.01
1,320535,Dactylorhiza majalis,Vascular plant,6,1
1,320535,Deschampsia cespitosa aggr.,Vascular plant,6,0.1
1,320535,Equisetum fluviatile,Vascular plant,6,0.01
1,320535,Galium mollugo aggr.,Vascular plant,6,0.01
1,320535,Galium palustre aggr.,Vascular plant,6,2
1,320535,Holcus lanatus,Vascular plant,6,15
1,320535,Juncus conglomeratus,Vascular plant,6,6
1,320535,Juncus filiformis,Vascular plant,6,20
1,320535,Lysimachia nummularia,Vascular plant,6,3
1,320535,Myosotis scorpioides aggr.,Vascular plant,6,0.1
1,320535,Poa trivialis,Vascular plant,6,3
1,320535,Ranunculus acris aggr.,Vascular plant,6,8
1,320535,Ranunculus auricomus aggr.,Vascular plant,6,1
1,320535,Ranunculus flammula,Vascular plant,6,0.1
1,320535,Ranunculus repens,Vascular plant,6,1
1,320535,Sanguisorba officinalis,Vascular plant,6,5
1,320535,Trifolium dubium,Vascular plant,6,0.01
1,320587,Achillea millefolium aggr.,Vascular plant,6,8
1,320587,Alchemilla vulgaris aggr.,Vascular plant,6,8
1,320587,Anthoxanthum odoratum aggr.,Vascular plant,6,6
1,320587,Arrhenatherum elatius,Vascular plant,6,25
1,320587,Briza media,Vascular plant,6,5
1,320587,Dactylis glomerata,Vascular plant,6,0.5
1,320587,Festuca ovina,Vascular plant,6,22
1,320587,Fragaria vesca,Vascular plant,6,8
1,320587,Galium mollugo aggr.,Vascular plant,6,0.5
1,320587,Galium pumilum,Vascular plant,6,4
1,320587,Galium verum,Vascular plant,6,2
1,320587,Genista tinctoria,Vascular plant,6,0.5
1,320587,Helictochloa pratensis,Vascular plant,6,0.5
1,320587,Holcus lanatus,Vascular plant,6,1
1,320587,Knautia arvensis,Vascular plant,6,0.5
1,320587,Luzula campestris aggr.,Vascular plant,6,5
1,320587,Myosotis ramosissima,Vascular plant,6,0.5
1,320587,Plantago lanceolata,Vascular plant,6,0.5
1,320587,Poa pratensis aggr.,Vascular plant,6,1
1,320587,Potentilla erecta,Vascular plant,6,3
1,320587,Quercus robur,Vascular plant,7,0.5
1,320587,Ranunculus acris aggr.,Vascular plant,6,0.5
1,320587,Ranunculus auricomus aggr.,Vascular plant,6,0.1
1,320587,Ranunculus bulbosus,Vascular plant,6,0.5
1,320587,Rumex acetosa,Vascular plant,6,0.5
1,320587,Schedonorus pratensis,Vascular plant,6,1
1,320587,Silene nutans,Vascular plant,6,1
1,320587,Silene viscaria,Vascular plant,6,1
1,320587,Trifolium alpestre,Vascular plant,6,60
1,320587,Trisetum flavescens,Vascular plant,6,0.5
1,320587,Veronica chamaedrys aggr.,Vascular plant,6,3
1,320587,Viola canina,Vascular plant,6,2
1,321145,Agrostis canina,Vascular plant,6,1
1,321145,Agrostis gigantea,Vascular plant,6,0.2
1,321145,Anthoxanthum odoratum aggr.,Vascular plant,6,5
1,321145,Cardamine pratensis aggr.,Vascular plant,6,0.1
1,321145,Carex panicea,Vascular plant,6,5
1,321145,Carex pilulifera,Vascular plant,6,0.1
1,321145,Danthonia decumbens,Vascular plant,6,8
1,321145,Deschampsia cespitosa aggr.,Vascular plant,6,1
1,321145,Holcus lanatus,Vascular plant,6,0.1
1,321145,Lotus pedunculatus,Vascular plant,6,0.2
1,321145,Luzula campestris aggr.,Vascular plant,6,0.2
1,321145,Lysimachia vulgaris,Vascular plant,6,0.01
1,321145,Nardus stricta,Vascular plant,6,7
1,321145,Plantago lanceolata,Vascular plant,6,0.1
1,321145,Poa pratensis aggr.,Vascular plant,6,10
1,321145,Potentilla erecta,Vascular plant,6,1
1,321145,Ranunculus repens,Vascular plant,6,0.01
1,321145,Rhinanthus minor,Vascular plant,6,2
1,321145,Salix aurita,Vascular plant,6,0.01
1,321145,Silene flos-cuculi,Vascular plant,6,5
1,321145,Succisa pratensis,Vascular plant,6,6
1,321145,Valeriana dioica,Vascular plant,6,0.01
1,321521,Achillea millefolium aggr.,Vascular plant,6,15
1,321521,Aegopodium podagraria,Vascular plant,6,3
1,321521,Alopecurus pratensis,Vascular plant,6,2
1,321521,Anemone nemorosa,Vascular plant,6,1
1,321521,Carex muricata,Vascular plant,6,5
1,321521,Centaurea jacea aggr.,Vascular plant,6,3
1,321521,Cirsium arvense,Vascular plant,6,2
1,321521,Dactylis glomerata,Vascular plant,6,5
1,321521,Fragaria vesca,Vascular plant,6,15
1,321521,Galium boreale,Vascular plant,6,5
1,321521,Galium mollugo aggr.,Vascular plant,6,8
1,321521,Hypochaeris radicata,Vascular plant,6,8
1,321521,Knautia arvensis,Vascular plant,6,15
1,321521,Lapsana communis,Vascular plant,6,2
1,321521,Lathyrus pratensis,Vascular plant,6,10
1,321521,Lotus corniculatus,Vascular plant,6,15
1,321521,Lysimachia nummularia,Vascular plant,6,3
1,321521,Pimpinella saxifraga,Vascular plant,6,0.1
1,321521,Plantago lanceolata,Vascular plant,6,10
1,321521,Plantago major,Vascular plant,6,2
1,321521,Poa pratensis aggr.,Vascular plant,6,50
1,321521,Potentilla erecta,Vascular plant,6,0.01
1,321521,Prunus species,Vascular plant,6,0.1
1,321521,Quercus robur,Vascular plant,7,5
1,321521,Ranunculus repens,Vascular plant,6,5
1,321521,Rubus species,Vascular plant,6,3
1,321521,Rumex acetosa,Vascular plant,6,2
1,321521,Sanguisorba officinalis,Vascular plant,6,15
1,321521,Selinum species,Vascular plant,6,0.1
1,321521,Stachys officinalis,Vascular plant,6,1
1,321521,Taraxacum species,Vascular plant,6,2
1,321521,Trifolium medium,Vascular plant,6,15
1,321521,Trifolium pratense,Vascular plant,6,15
1,321521,Trifolium repens,Vascular plant,6,15
1,321521,Veronica chamaedrys aggr.,Vascular plant,6,5
1,321521,Viola riviniana,Vascular plant,6,0.1
1,321924,Carex acuta,Vascular plant,6,0.05
1,321924,Carex riparia,Vascular plant,6,60
1,321924,Fallopia dumetorum,Vascular plant,6,0.1
1,321924,Galium aparine,Vascular plant,6,1
1,321924,Rubus caesius,Vascular plant,6,15
1,322194,Achillea millefolium aggr.,Vascular plant,6,15
1,322194,Anisantha tectorum,Vascular plant,6,0.5
1,322194,Arenaria serpyllifolia,Vascular plant,6,0.5
1,322194,Argentina anserina,Vascular plant,6,0.5
1,322194,Bellis perennis,Vascular plant,6,0.5
1,322194,Cerastium fontanum subsp. vulgare,Vascular plant,6,0.5
1,322194,Convolvulus arvensis,Vascular plant,6,0.1
1,322194,Elytrigia repens aggr.,Vascular plant,6,25
1,322194,Lactuca serriola,Vascular plant,6,0.1
1,322194,Lolium perenne,Vascular plant,6,6
1,322194,Medicago lupulina,Vascular plant,6,12
1,322194,Ochlopoa annua,Vascular plant,6,0.5
1,322194,Plantago lanceolata,Vascular plant,6,0.5
1,322194,Plantago major,Vascular plant,6,0.5
1,322194,Poa pratensis aggr.,Vascular plant,6,20
1,322194,Polygonum aviculare aggr.,Vascular plant,6,0.1
1,322194,Ranunculus repens,Vascular plant,6,10
1,322194,Sclerochloa dura,Vascular plant,6,1
1,322194,Scorzoneroides autumnalis,Vascular plant,6,0.5
1,322194,Stellaria media,Vascular plant,6,0.5
1,322194,Taraxacum sect. Taraxacum,Vascular plant,6,2
1,322194,Trifolium repens,Vascular plant,6,5
1,322194,Urtica dioica,Vascular plant,6,0.5
1,322194,Veronica arvensis,Vascular plant,6,5
1,322194,Viola hirta,Vascular plant,6,1
1,322225,Achillea millefolium aggr.,Vascular plant,6,15
1,322225,Anisantha sterilis,Vascular plant,6,0.5
1,322225,Bromus hordeaceus,Vascular plant,6,0.5
1,322225,Cerastium arvense,Vascular plant,6,2
1,322225,Cerastium pumilum,Vascular plant,6,0.5
1,322225,Convolvulus arvensis,Vascular plant,6,3
1,322225,Eryngium campestre,Vascular plant,6,8
1,322225,Festuca rubra aggr.,Vascular plant,6,5
1,322225,Galium mollugo aggr.,Vascular plant,6,0.5
1,322225,Galium verum,Vascular plant,6,0.1
